OBJECTID,TYPE_REG,ID_ETABLISSEMENT,NOM,UNITE_LOCALE,COMPLEMENT_LOCALI,STATUT_REG,IMMAT_DT,TYPE_LOCAL,CODE_NOGA,BRANCHE,ACTIVITE_DETAIL,TAILLE,RAISON_SOC_PARENT,ID_ENTREPRISE,TEL_PRINCIPAL,TEL_SECONDAIRE,FAX,EMAIL,SITE_INTERNET,PHYS_RUE,PHYS_NUMRUE,PHYS_NPA,PHYS_LOCALITE,PHYS_COMMUNE,IDPADR,ADRESSE,NUM_IDE,RAISON_SOCIALE,NATURE_JURID,SIEGE_CANTON,SIEGE_PAYS,SOUS_TYPE,E,N
39774,Etablissement,1-51JLHP,Core (Trustee) Service,95576447.0,,En activité,2017-02-27,Bureau/étude/cabinet,663002,Gestion de fonds,,6-9 travailleurs,Core (Trustee) Service SA,1-4XH-76385,41225527380.0,,,info@coreservice.ch,https://www.coretrustee.ch/,Rue Pedro-MEYLAN,1,1208,Genève,Genève-Eaux-Vives,930225018617,Rue Pedro-MEYLAN 1,,Core (Trustee) Service,,,,,2501584.52,1116810.2
39811,Etablissement,1-4XTWEM,Previse Capital Partners,18454499.0,,En activité,2023-08-24,Bureau/étude/cabinet,663002,Gestion de fonds,,1-2 travailleurs,Previse Capital Partners SA,1-43L39M,41227514554.0,,,info@previsecp.com,https://previsecp.com,Rue Robert-CÉARD,6,1204,Genève,Genève-Cité,930225004722,Rue Robert-CÉARD 6,,Previse Capital Partners,,,,,2500459.85,1117725.63
39812,Etablissement,1-4XTWGY,Bald Eagle Capital,18492803.0,,En activité,2023-09-01,Bureau/étude/cabinet,649901,Sociétés d'investissement,,1-2 travailleurs,Bald Eagle Capital Sàrl,1-44LLPQ,,,,,,Rue de Jargonnant,2,1207,Genève,Genève-Eaux-Vives,930225015386,Rue de Jargonnant 2,,Bald Eagle Capital,,,,,2501298.32,1117431.76
40336,Etablissement,1-4XH-64610,XO Investments Cours des Bastions,31100786.0,,En activité,2015-08-07,Bureau/étude/cabinet,663002,Gestion de fonds,,1-2 travailleurs,XO Investments SA,1-55NA21,41229202030.0,,41227226019.0,info@xoinvestments.ch,https://xoinvestments.ch/,Cours des Bastions,3BIS,1205,Genève,Genève-Cité,960423171420,Cours des Bastions 3BIS,,XO Investments Cours des Bastions,,,,,2500382.57,1117108.26
40720,Entreprise,,EJS Investment Management SA,93689021.0,,En activité,2002-07-18,,649901,Sociétés d'investissement,,10-19 travailleurs,,1-4XH-11355,41227155555.0,,41227155510.0,,,Rue du Rhône,92,1204,Genève,Genève,930225024545,Rue du Rhône 92,CHE109666111,EJS Investment Management SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500602.95,1117696.6
39906,Etablissement,1-4XH-98423,Société de Conseil d'Oncieu et cie,61123753.0,,En activité,1990-05-21,Bureau/étude/cabinet,663002,Gestion de fonds,,1-2 travailleurs,Société de Conseil d'Oncieu et cie SA,1-4XH-97452,41792007852.0,41223160330.0,,,,Rue Jean-PETITOT,2,1204,Genève,Genève-Cité,930225021694,Rue Jean-PETITOT 2,,Société de Conseil d'Oncieu et cie,,,,,2499799.42,1117671.63
40725,Entreprise,,Edelweiss Trust S.A.,76907689.0,,En activité,2002-04-08,,663002,Gestion de fonds,,6-9 travailleurs,,1-4XH-11554,41227153830.0,41227153832.0,41227153837.0,info@edeltrust.com,,Rue du Mont-Blanc,7,1201,Genève,Genève-Cité,930225019470,Rue du Mont-Blanc 7,CHE109528673,Edelweiss Trust S.A.,Société anonyme,Genève,Suisse,ENT siège à Genève,2500236.28,1118188.66
39952,Etablissement,1-51QUHT,BMD Investment & Finance,62587071.0,,En activité,2022-11-30,Bureau/étude/cabinet,663002,Gestion de fonds,,Sans travailleur,BMD Investment & Finance SA,1-4XH-94487,41798521306.0,,,orphise.rodriguez@marlans.com,,Route de Frontenex,51,1207,Genève,Genève-Eaux-Vives,930225011894,Route de Frontenex 51,,BMD Investment & Finance,,,,,2501633.25,1117577.74
40200,Etablissement,1-4XH-65241,Trajectoire Capital Group,91676213.0,,En activité,2015-07-20,Bureau/étude/cabinet,663002,Gestion de fonds,,3-5 travailleurs,Trajectoire Capital Group SA,1-4XH-65724,41227160110.0,,,administration@trajectoirecap.com,http://www.trajectoirecap.com,Rue du Port,4,1204,Genève,Genève-Cité,930225022940,Rue du Port 4,,Trajectoire Capital Group,,,,,2500599.88,1117664.11
40214,Etablissement,1-4XH-66005,Herculis Partners Genève,91711873.0,,En activité,2015-07-29,Bureau/étude/cabinet,663002,Gestion de fonds,,1-2 travailleurs,"Herculis Partners SA, succursale de Genève",1-4XH-66004,41325520132.0,,,info@herculis.ch,https://www.herculis.ch,Rue de Hesse,7,1204,Genève,Genève,930225014999,Rue de Hesse 7,,Herculis Partners Genève,,,,,2499864.93,1117597.73
40217,Etablissement,1-4XH-66016,DdP Management,91554322.0,,En activité,2015-06-25,Bureau/étude/cabinet,649901,Sociétés d'investissement,,,Grand Théâtre Investment SA,1-4XH-65924,,,,,,Place de Neuve,2,1204,Genève,Genève,930225020541,Place de Neuve 2,,DdP Management,,,,,2499983.05,1117393.25
40446,Etablissement,1-4XH-65502,JAR Switzerland,91529457.0,,En activité,2015-06-19,Bureau/étude/cabinet,663002,Gestion de fonds,,10-19 travailleurs,JAR (Switzerland) SA,1-4XH-65410,41229001071.0,,41229000995.0,accounting@jarcapital.swiss,,Rue du Rhône,14,1204,Genève,Genève-Cité,930225040630,Rue du Rhône 14,,JAR Switzerland,,,,,2500200.03,1117827.43
40453,Etablissement,1-4XH-65094,InPact,91886200.0,,En activité,2015-09-08,Bureau/étude/cabinet,663002,Gestion de fonds,,10-19 travailleurs,InPact Switzerland SA,1-4XH-65093,41229003300.0,,,admin@inpactpartners.com,http://www.inpactpartners.com,Quai du Mont-Blanc,3,1201,Genève,Genève,930225019450,Quai du Mont-Blanc 3,,InPact,,,,,2500390.47,1118141.18
40002,Etablissement,1-51ROAI,Lifenergy Clinics,17088775.0,,En activité,2024-10-22,Bureau/étude/cabinet,649901,Sociétés d'investissement,,Sans travailleur,Lifenergy Clinics SA,1-3HUUHR,41792609555.0,,,,,Rue du Lac,17,1207,Genève,Genève-Eaux-Vives,930225015900,Rue du Lac 17,,Lifenergy Clinics,,,,,2501134.58,1117764.75
39276,Etablissement,1-52BS3R,Pithos Capital Management,18803315.0,,En activité,2023-11-08,Bureau/étude/cabinet,649901,Sociétés d'investissement,,3-5 travailleurs,Pithos Capital Management SA,1-48NJ3I,41225443922.0,,,a.zanni@delifrais.net,,Route des Jeunes,55,1212,Grand-Lancy,Lancy,930225015462,Route des Jeunes 55,,Pithos Capital Management,,,,,2499012.07,1115317.83
38760,Etablissement,1-4XH-86915,Yago,53137198.0,,En activité,1985-02-28,Bureau/étude/cabinet,663002,Gestion de fonds,,1-2 travailleurs,Yago SA,1-4XH-86914,41227333500.0,,41227333504.0,yagosa@bluewin.ch,,Route de Chêne,85,1224,Chêne-Bougeries,Chêne-Bougeries,930225006223,Route de Chêne 85,,Yago,,,,,2502661.45,1117224.38
39299,Etablissement,1-5K24I8,TMH Invest,19841715.0,,En activité,2024-05-14,Bureau/étude/cabinet,649901,Sociétés d'investissement,,,TMH Invest SA,1-4KSNPI,,,,,,Route du Prieur,22,1257,La Croix-de-Rozon,Bardonnex,930225033597,Route du Prieur 22,,TMH Invest,,,,,2498923.28,1111179.73
38788,Etablissement,1-4XH-89610,I.D.F. Investment and Development Financing,53461318.0,,En activité,1986-02-05,Bureau/étude/cabinet,663002,Gestion de fonds,,1-2 travailleurs,I.D.F. Investment and Development Financing SA,1-4XH-90096,41223090928.0,,41223093343.0,af@idf.ch,https://www.idf.ch,Route des Jeunes,5A,1227,Les Acacias,Genève,930225044491,Route des Jeunes 5A,,I.D.F. Investment and Development Financing,,,,,2498865.34,1116725.47
39318,Etablissement,1-4XJ050,FFL - FONCIERE & FINANCIERE,18559651.0,,En activité,2023-09-18,Bureau/étude/cabinet,649901,Sociétés d'investissement,,6-9 travailleurs,FFL - FONCIERE & FINANCIERE SA,1-456EJJ,41766298280.0,,, contact@foncierefinancierelibre.ch,https://www.foncierefinancierelibre.ch/,Rue de Cornavin,11,1201,Genève,Genève-Cité,930225007821,Rue de Cornavin 11,,FFL - FONCIERE & FINANCIERE,,,,,2499946.35,1118200.59
39330,Etablissement,1-52BUBJ,Medran Capital,19068064.0,,En activité,2023-12-27,Bureau/étude/cabinet,649901,Sociétés d'investissement,,1-2 travailleurs,Medran Capital SA,1-4B130I,41794126041.0,,,Medran@protonmail.com,,Esplanade de Pont-Rouge,5,1212,Grand-Lancy,Lancy,190117170438,Esplanade de Pont-Rouge 5,,Medran Capital,,,,,2498738.81,1115847.04
38805,Etablissement,1-4XH-86945,Suntrust Investment Company,51161156.0,,En activité,1983-09-16,Bureau/étude/cabinet,663002,Gestion de fonds,,10-19 travailleurs,Suntrust Investment Company SA,1-4XH-86944,41227080908.0,,41227080989.0,,http://www.suntrust.ch,Rue des Battoirs,7,1205,Genève,Genève,930225048463,Rue des Battoirs 7,,Suntrust Investment Company,,,,,2499937.62,1116376.41
39062,Etablissement,1-4XH-87761,Wibagest,53085896.0,,En activité,1981-12-18,Bureau/étude/cabinet,663002,Gestion de fonds,,3-5 travailleurs,Wibagest SA,1-4XH-87760,41223467778.0,,41223466066.0,prive@wibagest.com,,Rue François-BELLOT,5,1206,Genève,Genève,930225002117,Rue François-BELLOT 5,,Wibagest,,,,,2500663.96,1117118.33
39678,Etablissement,1-4XH-98556,de Pury Pictet Turrettini & Cie,64341929.0,,En activité,1996-08-07,Bureau/étude/cabinet,663002,Gestion de fonds,,50-99 travailleurs,de Pury Pictet Turrettini & Cie SA,1-4XH-98555,41223170030.0,,41223170033.0,contact@ppt.ch,https://www.ppt.ch,Rue de la Corraterie,12,1204,Genève,Genève,930225007926,Rue de la Corraterie 12,,de Pury Pictet Turrettini & Cie,,,,,2500000.23,1117694.67
39072,Etablissement,1-526B8A,Melandra Invest,66589928.0,,En activité,2001-06-13,Bureau/étude/cabinet,649901,Sociétés d'investissement,,Sans travailleur,Melandra Invest SA,1-526B6I,,,,,,Rue des Battoirs,7,1205,Genève,Genève-Plainpalais,930225048463,Rue des Battoirs 7,,Melandra Invest,,,,,2499937.62,1116376.41
39738,Etablissement,1-4XH-99875,GAMSA,62933431.0,,En activité,1994-07-05,Bureau/étude/cabinet,663002,Gestion de fonds,,6-9 travailleurs,GAMSA S.A.,1-4XH-98700,41227386550.0,,41227387722.0,,http://www.gamsa.ch,Rue du Conseil-Général,6,1205,Genève,Genève-Cité,930225007658,Rue du Conseil-Général 6,,GAMSA,,,,,2499983.6,1117265.28
38848,Etablissement,1-4XH-87534,GFO,60520755.0,,En activité,1989-07-18,Bureau/étude/cabinet,663002,Gestion de fonds,,1-2 travailleurs,GFO Geneva Family Office SA,1-4XH-87533,41227035151.0,,,info@gfo-group.com,https://www.gfo-group.com,Rue du Rhône,114,1204,Genève,Genève-Cité,930225024550,Rue du Rhône 114,,GFO,,,,,2500863.5,1117611.33
39389,Etablissement,1-4XH-98718,Socinvest Finance,62903840.0,,En activité,1994-07-07,Bureau/étude/cabinet,663002,Gestion de fonds,,6-9 travailleurs,Socinvest Finance SA,1-4XH-98717,41227078777.0,,41227078770.0,socinvest@socinvest.com,http://www.socinvest.com,Quai de Cologny,52,1223,Cologny,Cologny,11005113851,Quai de Cologny 52,,Socinvest Finance,,,,,2503010.7,1119792.9
39130,Etablissement,1-52C1TK,Swiss Corporate Solutions,18830518.0,,En activité,2023-11-14,Bureau/étude/cabinet,663002,Gestion de fonds,,1-2 travailleurs,Swiss Corporate Solutions SA,1-48WNDE,41223166750.0,,,info@swisscorpsolutions.ch,https://swisscorpsolutions.ch/,Rue LE-CORBUSIER,8,1208,Genève,Genève-Eaux-Vives,930225035529,Rue LE-CORBUSIER 8,,Swiss Corporate Solutions,,,,,2501816.38,1116701.0
39600,Etablissement,1-51YPC8,HM Investment Suisse,18660172.0,,En activité,2023-10-09,Bureau/étude/cabinet,649901,Sociétés d'investissement,,1-2 travailleurs,HM Investment Suisse SA,1-46LPPR,41792650470.0,,,,,Rue Ferdinand-HODLER,23,1207,Genève,Genève-Cité,930225015019,Rue Ferdinand-HODLER 23,,HM Investment Suisse,,,,,2501009.41,1117196.63
39221,Etablissement,1-512HAA,Twins Capital,97940882.0,,En activité,2018-06-06,Bureau/étude/cabinet,663002,Gestion de fonds,achat et la vente d'immeubles commerciaux en Suisse et à l'étranger,1-2 travailleurs,Twins Capital SA,1-4ZLET,,,,lorraineraymond12@gmail.com,,Chemin des Prés-de-la-Gradelle,3,1223,Cologny,Cologny,930225012951,Chemin des Prés-de-la-Gradelle 3,,Twins Capital,,,,,2503467.29,1118138.24
39494,Etablissement,1-4YJU8D,Cologny Patrimoine,96530737.0,,En activité,2017-10-03,Bureau/étude/cabinet,663002,Gestion de fonds,,1-2 travailleurs,Cologny Patrimoine SA,1-4XH-74412,,,,,,Chemin des Prés-de-la-Gradelle,3,1223,Cologny,Cologny,930225012951,Chemin des Prés-de-la-Gradelle 3,,Cologny Patrimoine,,,,,2503467.29,1118138.24
39507,Etablissement,1-4XH-9799,Hottinger Capital,65556360.0,,En activité,2000-06-20,Bureau/étude/cabinet,663002,Gestion de fonds,,1-2 travailleurs,Hottinger Capital SA,1-4XH-9555,41229017744.0,,,,http://www.hottinger-capital.com,Place de Longemalle,19,1204,Genève,Genève,930225016783,Place de Longemalle 19,,Hottinger Capital,,,,,2500540.38,1117625.85
38974,Etablissement,1-4XH-87165,Tradco Promotion and Consulting,60576234.0,,En activité,1989-09-05,Bureau/étude/cabinet,649901,Sociétés d'investissement,Promotion d'opérations économiques,Sans travailleur,Tradco Promotion and Consulting SA,1-4XH-87164,41223398888.0,,,,,Rue de Lyon,62,1203,Genève,Genève,930225017003,Rue de Lyon 62,,Tradco Promotion and Consulting,,,,,2498869.22,1118301.37
39004,Etablissement,1-4XH-87541,Gerober,60927723.0,,En activité,1990-02-15,Activité à domicile,649901,Sociétés d'investissement,,Sans travailleur,Gerober SA,1-4XH-87540,,,,,,Chemin de la Pose-Plate,12,1222,Vésenaz,Collonge-Bellerive,930225022988,Chemin de la Pose-Plate 12,,Gerober,,,,,2504915.29,1121578.18
41753,Entreprise,,YPACARAI INVEST SA,11858409.0,,En activité,2020-02-14,,649901,Sociétés d'investissement,,,,1-12B86X,,,,g.jean@asciome-audit.ch,,Rue De-CANDOLLE,20,1205,Genève,Genève-Cité,930225004145,Rue De-CANDOLLE 20,CHE386099637,YPACARAI INVEST SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500156.72,1117097.36
42220,Entreprise,,FERT HOLDING SA,65771646.0,,En activité,1999-07-22,,649901,Sociétés d'investissement,,,,1-4XH-7506,41227304747.0,,41227331950.0,dg@fert.ch,,Rue FENDT,2,1201,Genève,Genève-Cité,930225010814,Rue FENDT 2,CHE101124131,FERT HOLDING SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2499882.78,1118524.88
42221,Entreprise,,"GADD & Cie SA, Luxembourg, succursale de Meyrin/Genève",98664013.0,,En activité,2017-10-12,,663002,Gestion de fonds,,3-5 travailleurs,,1-4XH-75076,,,,,http://www.gadd.lu,Route de Pré-Bois,20,1215,Genève,Meyrin,930225023234,Route de Pré-Bois 20,CHE448596154,"GADD & Cie SA, Luxembourg, succursale de Meyrin/Genève",Succursale ENT étr. RC,,Luxembourg,ENT avec siège à l'étranger,2496784.91,1120118.93
42223,Entreprise,,Cotecna SA,88948704.0,,En activité,1979-04-27,,649901,Sociétés d'investissement,,,,1-4XH-83587,41228496900.0,,41228496919.0,cotecna.geneva@cotecna.ch,http://www.cotecna.ch,Avenue PESCHIER,41,1206,Genève,Genève,40517153430,Avenue PESCHIER 41,CHE103949875,Cotecna SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2501377.26,1116243.54
42224,Entreprise,,Caldea SA,74378201.0,,En activité,1979-09-11,,649901,Sociétés d'investissement,,,,1-4XH-83588,41227071014.0,,,v.martin@grange.ch,,Chemin de Grange-Canal,21,1208,Genève,Genève,930225013831,Chemin de Grange-Canal 21,CHE107953901,Caldea SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2502478.61,1117406.69
42229,Entreprise,,Compagnie Financière Méditerranée Cofimed SA,74336217.0,,En activité,1979-02-12,,649901,Sociétés d'investissement,,1-2 travailleurs,,1-4XH-83741,41227319713.0,,41227316880.0,admin@cofimed.ch,,Rue du Mont-Blanc,3,1201,Genève,Genève,930225019466,Rue du Mont-Blanc 3,CHE103517346,Compagnie Financière Méditerranée Cofimed SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500284.04,1118150.51
42232,Entreprise,,OBG HOLDING SA,66476319.0,,En activité,2001-02-15,,649901,Sociétés d'investissement,,,,1-4XH-8574,41228692301.0,,,,,Route de Jussy,35,1226,Thônex,Thônex,161219151210,Route de Jussy 35,CHE101350012,OBG HOLDING SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2504924.99,1116889.75
41791,Entreprise,,Valartis Advisory Services SA,74409205.0,,En activité,1996-04-03,,663002,Gestion de fonds,,6-9 travailleurs,,1-4XH-93835,41227161075.0,,41227161001.0,info@valartisgroup.ch,http://www.valartisgroup.ch,Rue du Rhône,118,1204,Genève,Genève-Cité,930225024552,Rue du Rhône 118,CHE108432154,Valartis Advisory Services SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500903.98,1117598.34
42018,Entreprise,,Probus Pleion Suisse SA,76810553.0,,En activité,1980-01-18,,663002,Gestion de fonds,,20-49 travailleurs,,1-4XH-88892,41229068181.0,,,info@pleion.ch,https://www.pleion.ch/,Rue François-BONIVARD,12,1201,Genève,Genève,930225003047,Rue François-BONIVARD 12,CHE107963986,Probus Pleion Suisse SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500347.62,1118273.7
42497,Entreprise,,Kessler Gestion SA,74347072.0,,En activité,1986-03-04,,663002,Gestion de fonds,,6-9 travailleurs,,1-4XH-90317,41223115320.0,,41223102094.0,,http://www.kesslergestion.ch,Place de Longemalle,19,1204,Genève,Genève,930225016783,Place de Longemalle 19,CHE103552609,Kessler Gestion SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500540.38,1117625.85
41812,Entreprise,,Petrogem SA,62120125.0,,En activité,1991-12-18,,649901,Sociétés d'investissement,,,,1-4XH-95964,41223221111.0,,41227816611.0,,,Place des Bergues,3,1201,Genève,Genève-Cité,930225002219,Place des Bergues 3,CHE101989792,Petrogem SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500253.43,1118101.57
42035,Entreprise,,JPAN Participations SA,11875870.0,,En activité,2020-02-18,,649901,Sociétés d'investissement,,1-2 travailleurs,,1-12E19J,,,,,,Route de Pressy,17,1253,Vandoeuvres,Vandoeuvres,150220115426,Route de Pressy 17,CHE369330963,JPAN Participations SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2504662.66,1120016.94
42261,Entreprise,,ABC Capital Corporation SA,74380991.0,,En activité,1996-10-15,,663002,Gestion de fonds,,1-2 travailleurs,,1-4XH-65,41229010800.0,41794171085.0,,info@abccapital.com,http://www.abccapital.com,Rue du Cendrier,15,1201,Genève,Genève,930225004755,Rue du Cendrier 15,CHE108532637,ABC Capital Corporation SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500152.36,1118147.3
42503,Entreprise,,Alderley Holding SA,98182482.0,,En activité,2018-03-15,,649901,Sociétés d'investissement,,,,1-4XH-83024,41794173680.0,,,denis.pasquier@transitair.ch,,Voie-des-Traz,20,1215,Genève,Grand-Saconnex,930225046300,Voie-des-Traz 20,CHE343832915,Alderley Holding SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2498119.09,1121626.87
41815,Entreprise,,Wealtheon S.A. (Switzerland),76408581.0,,En activité,1973-08-09,,663002,Gestion de fonds,,3-5 travailleurs,,1-4XH-9599,41223204740.0,,41223204808.0,info@wealtheon.ch,https://www.wealtheon.ch,Boulevard des Philosophes,14,1205,Genève,Genève,930225021762,Boulevard des Philosophes 14,CHE100840696,Wealtheon S.A. (Switzerland),Société anonyme,Genève,Suisse,ENT siège à Genève,2500120.97,1116993.21
41817,Entreprise,,Paridor SA,95199906.0,,En activité,1994-11-28,,649901,Sociétés d'investissement,,1-2 travailleurs,,1-4XH-99433,41223117433.0,,41223117443.0,paridor@bluewin.ch,,Place du Bourg-de-Four,9,1204,Genève,Genève,930225003554,Place du Bourg-de-Four 9,CHE102438543,Paridor SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500478.34,1117317.6
42562,Entreprise,,Swesant SA,94922596.0,,En activité,1995-09-21,,649901,Sociétés d'investissement,,1-2 travailleurs,,1-4XH-93190,41227184141.0,,,,,Rue PÉCOLAT,8,1201,Genève,Genève,930225045318,Rue PÉCOLAT 8,CHE101941905,Swesant SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500255.05,1118286.52
41837,Entreprise,,de Pury Pictet Turrettini & Cie SA,74485803.0,,En activité,1996-07-04,,663002,Gestion de fonds,,50-99 travailleurs,,1-4XH-98555,41223170030.0,,41223170033.0,contact@ppt.ch,https://ppt.ch/,Rue de la Corraterie,12,1204,Genève,Genève,930225007926,Rue de la Corraterie 12,CHE106827464,de Pury Pictet Turrettini & Cie SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500000.23,1117694.67
41843,Entreprise,,Forvest SA,74393236.0,,En activité,1982-05-04,,663002,Gestion de fonds,,6-9 travailleurs,,1-4XH-88588,41229083636.0,,41229083637.0,info@forvest.ch,http://www.forvest.ch,Rue KLÉBERG,14,1201,Genève,Genève,930225015858,Rue KLÉBERG 14,CHE108034291,Forvest SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500235.8,1118150.5
42067,Entreprise,,"Holding Benjamin et Edmond de Rothschild, Pregny Société Anonyme",89001890.0,,En activité,1982-12-13,,649901,Sociétés d'investissement,,,,1-4XH-92322,41588180611.0,,,,,Route de Pregny,21,1292,Chambésy,Pregny-Chambésy,930225023456,Route de Pregny 21,CHE100302602,"Holding Benjamin et Edmond de Rothschild, Pregny Société Anonyme",Société anonyme,Genève,Suisse,ENT siège à Genève,2499770.29,1121189.44
42076,Entreprise,,Fininvesta Sàrl,77971874.0,,En activité,2009-11-25,,663002,Gestion de fonds,,3-5 travailleurs,,1-14MQYQ,41223203232.0,,41223203336.0,admin@octogone.ch,http://www.octogone.ch,Rue De-CANDOLLE,26,1205,Genève,Genève-Cité,930225004148,Rue De-CANDOLLE 26,CHE115235021,Fininvesta Sàrl,Société à resp. limitée,Genève,Suisse,ENT siège à Genève,2500188.96,1117064.89
42284,Entreprise,,SPACECODE HOLDING SA,89078579.0,,En activité,2014-07-21,,649901,Sociétés d'investissement,,,,1-4XH-59221,41225607228.0,,41227314928.0,info@spacecode.com,http://www.spacecode.com,Place de Cornavin,3,1201,Genève,Genève,930225043387,Place de Cornavin 3,CHE400773104,SPACECODE HOLDING SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2499969.54,1118429.75
42629,Entreprise,,Big Step Holding Sàrl,11721328.0,,En activité,2020-01-21,,649901,Sociétés d'investissement,,,,1-10URUK,,,,,,Cours de Rive,5,1204,Genève,Genève,930225024788,Cours de Rive 5,CHE241533720,Big Step Holding Sàrl,Société à resp. limitée,Genève,Suisse,ENT siège à Genève,2500756.7,1117530.71
42634,Entreprise,,Industrial Promotion Services SA,54536687.0,,En activité,1987-06-22,,649901,Sociétés d'investissement,,,,1-4XH-90401,41229097200.0,,41229097296.0,,,Avenue de la Paix,1,1202,Genève,Genève,930225020774,Avenue de la Paix 1,CHE101366303,Industrial Promotion Services SA,Société anonyme,Genève,Suisse,ENT siège à Genève,2500423.47,1119967.98
